appid,name,median_playtime
657090,Robothorium: Sci-fi Dungeon Crawler,161
657200,Hand Simulator,89
657280,Rytmik Studio,38
657590,Grav Blazer,2
657630,Fidget Spinner,28
658470,Mini Battlegrounds,4
658560,Zup! 7,161
658570,FURIDASHI: Drift Cyber Sport,16
658850,Do Not Feed the Monkeys,156
658980,Valnir Rok Survival RPG,489
659190,"Sorry, James",54
659460,RiotZ,217
660880,b,7
661740,Morphite,1
661920,Claybook,44
661990,Arcana Heart 3 LOVEMAX SIXSTARS!!!!!!,75
662560,Space Shock 3,2
662640,Wizhood,1
663090,Granado Espada,44
663390,Rento Fortune - Online Dice Board Game,418
664180,Draw Puzzle 画之谜,1469
664320,Holy Potatoes! What the Hell?!,116
665180,Dark Elf,251
665360,Comedy Night,276
665490,The Monster Inside,2
666020,Shark Dating Simulator XL,21
666100,Shooty Fruity,158
666140,My Time At Portia,2114
666220,CS2D,10
666250,Equalizer,6
666260,Formless Adventure,1
666860,Bit Heroes,4069
667720,Red Faction Guerrilla Re-Mars-tered,179
667870,MINDNIGHT,919
667890,Dead Maze,80
668170,Incline,15
668630,Tricolour Lovestory,561
669050,Mutiny!!,3
669320,Nation War:Chronicles | 国战:列国志传,962
669580,The Ultimatest Battle,61
669600,Light in the dark,3
670160,D'LIRIUM,233
670290,Real Pool 3D - Poolians,187
670430,Colorless Life,2
671440,Rise of Industry,853
671510,DESOLATE,987
671800,Run!ZombieFood!,75
672630,Academia : School Simulator,14
672680,Call of War,219
672730,Find You,612
673000,High Hell,17
673050,StarBallMadNess,64
673070,The Ranger: Lost Tribe,5
673130,AMID EVIL,278
673430,Mahjong Magic Islands,28
673560,IOSoccer,9
673750,Super Bunny Man,518
673950,Farm Together,35
674020,World War 3,384
674400,Einar,21
674520,Fight'N Rage,24
674750,Yet Another Zombie Defense HD,248
674940,Stick Fight: The Game,184
675010,MudRunner,729
675240,Shining Song Starnova,2864
675260,Batman: The Enemy Within - The Telltale Series,629
675630,Super POTUS Trump,10
676770,Island Dash,52
676820,Subsurface Circular,120
677120,Heroes of Hammerwatch,45
677160,We Were Here Too,263
677340,The Colonists,142
677880,Draw Your Game,6
678190,King of Bali,25
678230,Abstract Arena,9
678670,Best Time Kill,1
678800,SAS: Zombie Assault 4,41
678950,DRAGON BALL FighterZ,1311
679300,PATHOS,8
679750,Catch & Release,93
680120,The Moon Night,25317
680320,The Heiress,177
680360,Regions Of Ruin,245
680860,Evil Labs,118
681070,The Slug,12661
681660,Bless Online,8392
682130,Discord Bot Maker,1016
682450,Garrison: Archangel,90
682480,恒水中学连环虐杀 / The untold story of hengshui school,138
682530,MarZ: Tactical Base Defense,82
683830,Weable,205
684270,Silicon Zeroes,70
684410,Bridge Constructor Portal,518
684720,Battlegun,9
685310,Transport Defender,104
685340,Delivery from the Pain,714
685680,Sakura Gamer,221
685690,Guns'n'Stories: Bulletproof VR,140
685790,Ruthless Safari,1
685950,Joy Pony,1
686190,Killing Time,237
686200,Door Kickers: Action Squad,39
686260,Forged Battalion,17
686340,Insanity VR: Last Score,1
686600,Rapture Rejects,22
687260,Tokyo Dark,433
687280,The Awakening,1
687480,Trivia Vault: Science & History Trivia,25322
687510,WireNet,2
687650,辣条杂货店:令人感动的童年回忆，经典策略模拟经营解密,5
687850,Head Goal: Soccer Online,58
687920,Tropical Liquor,483
688470,汉匈决战/Han Xiongnu Wars,759
688480,EVE: Valkyrie – Warzone,349
689090,Microtransaction Simulator,66
689750,Youtubers Clicker,49
689910,Another Lost Phone: Laura's Story,133
690060,SORE,40
690510,Black Survival / 黑色幸存者,1003
690530,灵魂筹码 Soul at Stake,4019
690610,MagiCats Builder (Crazy Dreamz),61
690790,DiRT Rally 2.0,104
690830,Foundation,328
691020,Fog Of War - Free Edition,10
691150,Saku Saku: Love Blooms with the Cherry Blossoms,644
691320,Gun Club VR,869
691450,Misao: Definitive Edition,1117
691730,FPV Drone Simulator,95
692030,Tennis World Tour,3736
692920,XXZ,48
695970,Treadnauts,8
696360,仙劍奇俠傳六 (Chinese Paladin：Sword and Fairy 6),228
696370,BROKE PROTOCOL: Online City RPG,427
696400,NeoBoom,1
696480,The Norwood Suite,21
697930,Brutal Runner,1
698330,Z Runaway,20
698780,Doki Doki Literature Club!,99
699240,Keyboard Killers,1
699920,Despotism 3k,31
700030,Life is Feudal: MMO,77
700330,SCP: Secret Laboratory,46
700470,Selenophobia,187
702110,THE LAST BLADE 2,109
702200,Lost with Dinosaurs,3
702320,March of Empires,3
702810,Shooty Skies,12
702890,BlazBlue: Cross Tag Battle,3552
703700,Our End of the World,262
703940,Ball 2D: Soccer Online,2
703950,Just Fishing,14
704040,Castle Clicker : Building Tycoon,3
704230,Pro Cycling Manager 2018,211
704270,Generation Zero,234
704450,Neverwinter Nights: Enhanced Edition,65
704460,Surviving in the forest,1
704490,Caves!,1
704500,Magic and Challenge RPG,1
704850,Thief Simulator,147
705070,FEMINAZI: 3000,1
705120,Death Coming,149
705220,Tactical Monsters Rumble Arena,243
705670,Ballz: Farm,1
705810,Wuxing Master(CCG),437
707010,Will To Live Online,5759
707380,Crankies Workshop: Zazzbot Assembly,1
707680,Slapshot,19
708340,Shark Simulator,300
708940,Rebons,3
709220,Retro Dungeons,2
709410,AZURA,128
709770,Trials of The Illuminati: Animated Christmas Time Jigsaws,7
709780,Crazy Scientist,6
709820,Wasted Pizza,1
709840,Bloody Glimpse,90
709870,West of Red,18
710270,Goro,8
710610,Don't Sink,23
711070,Kim Jong-Boom,2
711150,Brick Breaker Ultimate,1
711660,CHUCHEL,245
711810,Never Split the Party,43
711990,Elise the Devil,139
712050,Otaku's Fantasy,88
712100,Total War Saga: THRONES OF BRITANNIA,399
712840,King Exit,116
713600,Airstrike One,660
713680,Ablepsia,10
714010,Aim Lab,54
714020,Idle Adventure,5185
714620,Snakeez,13
714670,Iron Knight,3
715010,Diamo XL,47
715650,The Endless Journey,17
716490,EXAPUNKS,26
716710,東方憑依華　～ Antinomy of Common Flowers.,264
716870,Gravity Ball,40
717640,Reigns: Her Majesty,200
718320,FoxyLand,13
718330,Cubic,3
718670,Cultist Simulator,20
719640,War Planet Online: Global Conquest,1
719720,League of Pirates,1
719730,Uptasia,223
720250,Welcome to the Game II,143
720280,Fox Hime,457
721030,La Tale - Evolved,528
722060,Dominions 5 - Warriors of the Faith,525
722230,L.A. Noire: The VR Case Files,180
722240,Devour them all,1
722730,Cogmind,1
722960,CASE 2: Animatronics Survival,224
723780,Modern Combat Versus,206
723790,The Pirate: Plague of the Dead,11
724430,Knights Hunt,3
724470,Lazy Galaxy,2741
725040,Ebony Spire: Heresy,2
725480,Slap City,340
725680,Golf 2D,42
726170,Hardy Only One,11
726360,Boobs Saga,38
726390,Scream Collector,93
726910,Star Wars: Droid Repair Bay,54
726990,Succubus Rem,239
727390,Soldier of Failure,6
727530,Expelled,29
728540,Islands of Nyne: Battle Royale,114
728730,Holyday City: Reloaded,970
728880,Overcooked! 2,482
728990,Pixel Car,1
729040,Borderlands Game of the Year Enhanced,278
729330,The Girl on the Train,39
730310,DYNASTY WARRIORS 9 真・三國無双８,193
730620,Hammer 2,382
730820,The Curse of Monkey Island,1
730830,Escape from Monkey Island™,66
731490,Crash Bandicoot™ N. Sane Trilogy,3530
731770,Flightless,6
732110,OneScreen Wagons,265
732430,Superflight,15
732730,Red Crucible®: Reloaded,193
732840,Nullysun,28
733070,Sudoku Universe / 数独宇宙,171
733480,Flora,24
733790,Not Tonight,505
733990,I Can't Believe It's Not Gambling,350
734570,Bitcoin Tycoon - Mining Simulation Game,95
734580,BattleRush,35
734750,PickCrafter,803
735280,EMERGENCY 20,1935
735410,Task is to Survive,9
735520,Time Killers: CatchOut,56
735570,Project Rhombus,3
735850,Trailer Park Boys: Greasy Money,147
736190,中国式家长 / Chinese Parents,479
736220,Post Scriptum,845
736260,Baba Is You,32
736430,Clicker bAdventure,15
736810,The Raven Remastered,1
736850,We. The Revolution,281
737800,F1 2018,3824
738060,Freddy Fazbear's Pizzeria Simulator,124
738430,Save the Lamb,1
738520,Breathedge,345
738530,New Gundam Breaker,21
738540,Tales of Vesperia: Definitive Edition,9848
739000,Grobda Remix,211
739350,Zombie Pop,1
739960,Kokoda VR,1
739990,Lucky Panda,1
740570,illie,17
741450,Immortal Heroes,4
741930,Hydroactive,1
742120,DRAGON QUEST® XI: Echoes of an Elusive Age™ - Digital Edition of Light,2622
742230,A Day For A Kitten,4
743090,Defiance 2050,37
743370,Soccer Manager 2018,979
743390,DISTRAINT 2,196
743450,Monster Prom,471
743640,Achievement Clicker,3
744010,Mount Hill,4
744190,Rusty Lake Paradise,328
744520,NEKO-NIN exHeart +PLUS Nachi,1
744810,A Raven Monologue,8
745670,3D Tower,1
745740,Reflex,1
745830,Dragon Sinker,11
745850,KARAKARA2,751
745880,東方天空璋 ～ Hidden Star in Four Seasons.,413
746010,Rig or Skill: PC Brawl,3
746400,Speed Dating for Ghosts,18
746910,Chicken Farm 2K17,43
746920,Rapid Tap,3
749510,Hell Survive,2
749520,樱之杜†净梦者 / Sakura no Mori † Dreamers,9
749960,Townsmen VR,107
750470,War Brokers,77
750920,Shadow of the Tomb Raider,733
751690,The Mammoth: A Cave Painting,3
751780,Forager,587
752570,Song of Memories (Complete Scenario),302
753420,Dungreed,951
753610,J.A.W.S,14
754350,忍者村大战2,83
754530,IL-2 Sturmovik: Cliffs of Dover Blitz Edition,39
754540,Gauntlet of IRE,3
755630,Drake of the 99 Dragons,7
755770,YouTube VR,9
755790,Ring of Elysium,124
757130,Paintball War,11
757240,Aimtastic,36
758190,Dragon Cliff,2783
758330,Shenmue I & II,105
758500,Loot Box Quest,315
758530,Sprout,15
758980,Downtown Casino Poker Leagues : Texas Hold'em Poker Tournaments,44
760060,Mutant Year Zero: Road to Eden,398
760930,Bitcoin Farm,217
761600,Onimusha: Warlords / 鬼武者,56
761620,Beholder 2,689
761630,akda,1
761890,Albion Online,852
763410,Long Live Santa!,55
763740,NARK THE DRAGON,1
764030,Realm Revolutions,1448
764490,Stickman Jetpack,1
765640,Change,310
765710,Light Bearers,103
765870,Leisure Suit Larry - Wet Dreams Don't Dry,1048
766040,Gloom: Digital Edition,5
766280,A Light in the Dark,310
766370,Dying Light: Bad Blood,108
766570,Russian Fishing 4,597
767560,War Robots,37
767690,Heart of the Emberstone: Coliseum,11
768100,GizmoVR Video Player,257
768510,Apocalypse zombie Race,2
769920,Odysseus Kosmos and his Robot Quest: Episode 1,181
770070,Swords and Sandals 5 Redux: Maximus Edition,44
770460,The Dummy Experiment,3
770500,Goblin Gearshop,8
771060,Iron League,50
771310,Welcome to Light Fields,21
771410,You Will Never Get This Achievement,6
771460,Stickman Race Draw,21
772070,Harvest Seasons,1
773240,Raceland,45
773390,Aim Trainer Pro,57
773951,Freeman: Guerrilla Warfare,1263
774091,Ostalgie: The Berlin Wall,573
774441,Island Time VR,9
774461,The Jackbox Party Pack 5,156
775220,Crusaders of Light,1564
775690,Platform Golf,17
775940,Rise of Liberty,524
776320,Armada Skies,1
776490,永遠消失的幻想鄉 ～ The Disappearing of Gensokyo,717
776720,Dungeon Gambit Boy,3
777770,WAR PARTY,399
778420,JAILBREAK,1
778610,Foto Flash,177
778700,Amorous,161
778840,Armored Evolution,309
778910,CRASHBOT,9
779250,Paradox Wrench,4
779640,妄想症：Deliver Me,140
779650,Ready Player One: OASIS beta,24
780120,Car Crash Couch Party,37
781440,"OH MY GOD, LOOK AT THIS KNIGHT",9
781610,Night Fly,4
782660,Armada: Modern Tanks,13
783050,Bear With Me - Collector's Edition,15
783240,Die pig die,7
783810,牧剑：化神书(Tale Of Swords: Mystery Scroll),97
784000,Let's be architects,2
784940,Countryballs: Over The World,15
784950,CONFLICT OF NATIONS: WORLD WAR 3,11
785130,Clawface,1
785740,This Is the Police 2,386
786370,Alien Crusader,1
786520,SAO Utils: Beta,2455
787040,Perfect Heist,258
787450,KOEWOTAYORINI / 声之寄托,68
787860,Farming Simulator 19,1394
787960,Prism,27
788130,Otaku's Fantasy 2,187
788690,Psychonauts in the Rhombus of Ruin,606
788770,Meteor 60 Seconds!,46
788880,Horizon Source,24
788910,Apartment of Love,15
790600,Stormbound,54
790710,World of Warplanes,308
790740,Tick Tock: A Tale for Two,162
790790,Impossible Runner,1
791350,Favorite Miner,13
791590,Psychiatrist Simulator,262
791930,BombTag,51
792100,7 Billion Humans,264
793350,Swarmlake,3
793690,Final Assault,60
793760,My Sweet Waifu,45
794260,Outward,2315
794600,LET IT DIE,135
794800,Clue/Cluedo: The Classic Mystery Game,760
794820,Knights of Pen and Paper 2: Free Edition,30
794920,Capture the monster,2
795100,Friday the 13th: Killer Puzzle,55
796440,Spaceguy,1
798280,CrocoMars,1
798380,Debtor,1
798420,Professional Fishing,85
799070,Zup! 8,213
799120,ZombieHunt,3
799860,BREATHE,4
800530,Ninja jump,29
801630,UNDER NIGHT IN-BIRTH Exe:Late[st],202
801880,Drift Tuner 2019,343
802200,Hellbound: Survival Mode,37
803030,Seek Or Die,12
803360,Hide The Body,6
803600,Disgaea 5 Complete / 魔界戦記ディスガイア5,414
803980,Plane Mechanic Simulator,99
805570,Derrek Quest VII,1
805850,Wrecked,124
806470,Archery Blast,392
806610,Trivia Vault Basketball Trivia,1
806970,Loader,11
808450,BeeFender,3
809960,Radical Heights,13
810200,blue.,9
810670,NALOGI,1
811270,Impulsion,9
812140,Assassin's Creed® Odyssey,3581
813700,Sakura Sadist,163
813820,Realm Royale,107
814380,Sekiro™: Shadows Die Twice,2212
814480,Mini World: Block Art,50
814540,Changed,80
815240,Forest Harvester Simulator,1
815370,Green Hell,1213
816020,JUMP FORCE,369
816090,Space Hulk: Deathwing - Enhanced Edition,233
816340,Kingdom Rush Origins,554
817680,Real Drift,17
819480,Pizza Titan Ultra,22
820730,Adventure of a Lifetime,648
820750,Cryptocurrency Clicker,1
820770,女装妹妹从没少过麻烦,71
822760,Fureraba ~Friend to Lover~,393
822930,Wolf Tails,288
822990,Spinnortality | cyberpunk management sim,96
823130,Totally Accurate Battlegrounds,47
823160,Knife Hit Dash,4
823360,Sloppy Goat,10
823580,Isoland 2 - Ashes of Time,353
824710,Crimson Defense,5
825310,Dude Simulator 2,12
825580,Grotoro,20
826600,I am not a Monster,229
827640,Trash Story,8
827890,Jungle Jorney,1
828070,Treasure Hunter Claire,153
828150,WIN THE GAME!,5
831480,Killer Backflip 5,1
831560,WARRIORS OROCHI 4 - 無双OROCHI３,1207
831570,Isoland,304
832720,Dungeon Brewmaster,55
833290,Outrunner 2,37
833910,Overchunked,201
834530,Yakuza Kiwami,1225
834910,ATLAS,3575
835860,Dreadnought,285
836260,Call of Bitcoin,30
836480,恋爱模拟器 Love Simulation,1294
836940,【SCP】器関ノ彷徨 -The will of a single Tale-【DEMOver.】,2
837390,My zero trip,1
837640,TapSonic World Champion VR,5
838270,Grandpa,4
838310,Bloodstained: Curse of the Moon,122
838350,太吾绘卷 The Scroll Of Taiwu,873
838380,DEAD OR ALIVE 6,57
839890,Kama Bullet Heritage 2,4
840140,武侠乂 The Swordsmen X,828
841140,Square Head Zombies 2 - FPS Game,9
841350,NALOGI 2,5
841370,NBA 2K19,2803
842250,GM Forge - Virtual Tabletop,145
842420,A Walk in the Woods,4
843380,Super Animal Royale,222
843500,God Vs Zombies,60
844380,Cave Digger,10
844750,Go-Kart Racing,1
844850,Tower Hunter: Erza's Trial,18
844930,Fox Hime Zero,57
845070,The Awesome Adventures of Captain Spirit,65
845760,Primitive Race,3
845880,Touhou: Scarlet Curiosity | 東方紅輝心,67
846470,Moss,68
847370,Sunset Overdrive,300
848300,GROW: Wild West,47
848350,Katamari Damacy REROLL,105
848450,Subnautica: Below Zero,289
850450,Escape First,200
850790,Aik's Cheese Adventures,1
850910,Streamers Company Tycoon 主播经纪公司,347
851100,Touhou Luna Nights,158
851650,LOGistICAL: ABC Islands,14
851670,LUMINES REMASTERED,691
851810,Ultimate Sudoku Collection,91
851890,Gal*Gun 2,539
851930,Battle Royale Tycoon,27
853380,Air Threat,458
857340,RKN - Roskomnadzor Banned Internet,11
857940,Nature Calls,84
858060,Idle Heist,9
858810,Dawn of Man,654
860650,Drizzlepath: Deja Vu,6
860910,Hentai 3018,86
860950,Mark of the Ninja: Remastered,289
861920,Rocket Valley Tycoon,49
862320,Epic drag puZOOls,1
862690,关于我被小学女生绑架这件事,22
863550,HITMAN™ 2,514
863570,Super Seducer 2 : Advanced Seduction Tactics,223
864060,Marble It Up!,8
864920,Tap Cats: Battle Arena,4
865090,AHEGAL,18
866510,!AnyWay!,213
868360,Project Hospital,14
869760,Stoneshard: Prologue,101
870290,The Miskatonic,178
871720,Ultimate Custom Night,80
872790,Football Manager 2019,4453
873240,Hentai Memory,39
873290,樱花片落恋模样 This is a very sweet love story.,384
873980,Isle of Skye,3
874240,MU Legend,178
876330,Revelation Online,686
878380,东方大战争 ~ Touhou Big Big Battle,8659
878580,GARAGE: Bad Trip,1
878750,Hentai Girl,102
879160,Battlerite Royale,812
880940,Pummel Party,268
880950,爱上火车-Pure Station- / Maitetsu:Pure Station,1
882710,東方幕華祭 TouHou Makuka Sai ~ Fantastic Danmaku Festival,568
882790,天命奇御 Fate Seeker,1434
882960,Visitor 来访者,19
883710,RESIDENT EVIL 2 / BIOHAZARD RE:2,843
884660,Cuisine Royale,54
885140,七人杀阵 - Seven Sacrifices,380
886040,Hentai Temple,35
889480,Virtual Virtual Reality,123
889510,SENRAN KAGURA Burst Re:Newal,84
892420,懒人修仙传,71857
892650,Play With Kizami,30
893030,Music Racer,21
893180,Catherine Classic,355
893520,Creative Destruction,178
893680,Project Warlock,190
895920,美丽新世界i Brave New World i,9
897330,Coloring Pixels,1541
897820,Reigns: Game of Thrones,171
899440,GOD EATER 3,1373
899970,NEKOPARA Extra,412
904540,Indiana Jones® and the Infernal Machine™,1075
907270,eSports Legend / 电竞传奇,88
909080,Cube Escape: Paradox,111
910880,Mad Tower Tycoon,124
911400,Assassin's Creed® III Remastered,80
914620,Mist Survival,7837
915580,Dungeon Hunter Champions,375
919370,Overdungeon,5
921060,Modern Combat 5,69
921590,DISSIDIA FINAL FANTASY NT Free Edition,289
921630,音灵 INVAXION,760
921710,Galaxy Squad,118
923810,If My Heart Had Wings -Flight Diary-,86
926140,CHANGE: A Homeless Survival Experience,51
927270,Accounting+,229
927890,Hentai Girl Linda,31
929860,Game Builder,3
930780,Blood Card,73
931500,Touhou Genso Wanderer -Reloaded- / 不可思议的幻想乡TOD -RELOADED- / 不思議の幻想郷TOD -RELOADED-,475
932850,Simmiland,75
933450,Wenjia,14
935270,Great Hero's Beard,688
935880,Glass Masquerade 2: Illusions,353
936530,Close Combat: Last Stand Arnhem,177
939400,LoveChoice 拣爱,75
939960,Far Cry® New Dawn,1827
942970,Unheard,130
950100,PRO EVOLUTION SOCCER 2019 LITE,83
952040,MUSYNX,164
955900,了不起的修仙模拟器,4164
960090,Bloons TD 6,2819
963690,Hentai Girl Betty,18
963710,Lost in Vivo,59
964470,Shakes and Fidget Remastered,91
966530,You have a drunk friend,28
967050,Pacify,150
967250,DOKA 2 KISHKI EDITION,160
967490,Microsoft Maquette,8
968790,DYNASTY WARRIORS 7: Xtreme Legends Definitive Edition / 真・三國無双６ with 猛将伝 DX,592
969880,Terrible Beast from the East,53
973760,Thronebreaker: The Witcher Tales,3967
975270,Legion War,2
977570,The Experiment: Escape Room,3
977950,A Dance of Fire and Ice,230
984560,HEARTBEAT,1100
991780,探灵笔记-1v5(Notes of Soul),6332
992300,嗜血印 Bloody Spell,36
